x,y,class
0.1593093189097772,-0.015622074512743415,1
-0.09799544591690863,0.07627245832391015,1
-0.17797540249290528,-0.11343468285640426,1
0.1049281391328998,-0.08979542512422684,1
0.02164549291999553,-0.024773020322292522,1
0.05996232271870685,-0.007199509278336612,1
-0.05062243893443575,-0.03224893848684568,1
0.06652232059136183,0.005162296764093518,1
0.020588370134503153,-0.0630113342892847,1
0.1966525034456001,-0.21042965315150097,1
0.08800805914806527,-0.09680233633063909,1
-0.13604622839431085,0.0027400233860495338,1
0.2904546151424323,0.08722849976763344,1
0.15564006260105978,0.06937777529779528,1
0.07566435999077809,-0.05957809148031705,1
0.06292670917269347,-0.05443380828722,1
0.1475633375890204,0.30881053886800974,1
0.03939428343157933,0.11688778530168377,1
0.14949248600075035,0.23715088568478554,1
0.17229972467881718,0.010251824403458329,1
0.2791554033911956,0.12902680879352538,1
0.1484769178829258,0.09273292571046726,1
0.1770173119527686,0.21016347864451304,1
0.0574057248434435,0.2524413784706421,1
0.22818108061651493,0.19058558809330375,1
0.05026268445369712,0.19207465930618708,1
0.11476189004730719,0.25881608403335365,1
0.12302367204620783,0.10755655260622599,1
0.27805604507054815,0.30425282137644155,1
0.20078434798177633,0.15521037808788013,1
0.07670667223992403,0.11538918107754961,1
0.14489224867781608,0.23989155936909518,1
0.088405797581514,0.1270440155130271,1
0.0929391006340526,0.0488765447710659,1
-0.004471132169191219,0.3074850937548601,1
0.14036528658628525,0.22132671020329153,1
0.2073747729229765,0.5236313958292971,1
0.13706039472101328,0.1937773123050473,1
0.14207851564131302,0.3685709035458784,1
0.0820538700909292,0.473433804278374,1
-0.007876137818494472,0.2548634739611635,1
-0.033744766781994784,0.34526858850954256,1
-0.005996986714814711,0.5368663446715305,1
-0.19545518356824787,0.5554725263966269,1
0.024321222541849846,0.46740600642677266,1
-0.02248542245985967,0.39891420168829134,1
-0.02935403640470898,0.4070934731274585,1
-0.21921984708286446,0.5183807674548687,1
-0.2493202320567745,0.5192550055812938,1
-0.28037886509168686,0.5505528999564567,1
-0.11220862249195394,0.4846554697408948,1
0.19056934578452192,0.49960567290075625,1
-0.1415366105935812,0.5463396334753585,1
-0.22106136158321907,0.6428317267552155,1
-0.23827993431181269,0.4430503084970719,1
-0.28190055159907024,0.5831612073790047,1
-0.16814963366682031,0.3211703970283515,1
-0.22079407975499543,0.3807125832969811,1
-0.3647064194821089,0.4364847371099493,1
-0.25480503436682794,0.43124586416040517,1
-0.44939873199145935,0.523078008962171,1
-0.33128339290113046,0.31550419600317714,1
-0.57111380668878,0.5359538896311811,1
-0.5365801585381598,0.3574721943404381,1
-0.3786702307788953,0.4030225381666065,1
-0.5967157278559001,0.13007210339737152,1
-0.5213764342259809,0.1436545514130524,1
-0.5604827905466735,0.17141119666916035,1
-0.5195217685425756,0.2827821928147214,1
-0.5440685326018306,0.36553145990684205,1
-0.5849230127190247,0.27595692167291014,1
-0.5530325205026196,0.28221803882752794,1
-0.6477124772743845,0.3418642706354089,1
-0.7756722612559526,0.36892498664846357,1
-0.8690805272268118,0.05650697117920467,1
-0.6510798184722002,0.10814047461768742,1
-0.8592476777254454,0.16695393413402143,1
-0.8252746829675293,0.23442827659902188,1
-0.904742954569152,0.01817426802881586,1
-0.8089593169794427,0.2286089741149361,1
-0.7784171420711298,0.208719067842339,1
-0.8026515264465354,0.19843642255487037,1
-0.9041526714943403,0.057581574227660706,1
-1.0697665042606648,0.14921545100547262,1
-0.9069631484180256,0.1593585526723335,1
-0.64906790780199,-0.04546178950543885,1
-0.8557213168027374,-0.07413216232416728,1
-0.6312376083357478,-0.1677380977427662,1
-0.9351407902966908,-0.19525443935822598,1
-0.855556247987504,-0.1363505083179744,1
-0.9192422124895632,-0.32518393835227044,1
-0.8133787561290442,-0.3085400170719259,1
-0.8592237205141724,-0.253092361720583,1
-1.0394751785384142,-0.29476359988442036,1
-0.7275247875380831,-0.3925010166348788,1
-0.8351241920495075,-0.3260228321486571,1
-0.9893472237555754,-0.5224984053724566,1
-0.9225078722078635,-0.6053038335184041,1
-0.8437354289676918,-0.43728701469600606,1
-0.8570015315861086,-0.6212785123961891,1
-0.9009168926736617,-0.6644966562112856,1
-0.72926984654114,-0.6144287849745359,1
-0.7879222522117372,-0.7625172114365192,1
-0.7672471993884791,-0.6167089820033382,1
-0.7864962196434301,-0.7544375000409385,1
-0.7921708502664847,-0.8402032392926579,1
-0.7628807192926323,-0.7617841378123734,1
-0.6256316049112033,-0.9233183891775871,1
-0.7132682728861081,-0.8253665125496585,1
-0.4680034006866758,-0.7904787232313563,1
-0.5670022240627772,-0.9882188450149256,1
-0.486391482120073,-0.8998316240075608,1
-0.5356438040320798,-0.9271843751625684,1
-0.2564120041419873,-1.065669258827744,1
-0.38156616201159976,-1.2200191666221727,1
-0.3897503510637152,-1.1119740177573914,1
-0.49573120642915275,-1.2420045256968155,1
-0.3171628831410541,-1.2579554897210214,1
-0.34819210449892546,-1.0564145260350024,1
-0.27218323061076516,-1.0227721258557856,1
-0.05868067847826672,-1.2912881391543491,1
-0.1192551272637407,-1.0645770665587655,1
-0.17159268388711874,-1.195196906580825,1
-0.009798651415116183,-1.180591275626916,1
-0.23430200724143785,-1.4209423281375015,1
0.08664230884926989,-1.3143354363684756,1
0.06628046085370944,-1.296758815806925,1
0.10885304416214149,-1.390418696588463,1
0.06038976014590726,-1.4413483419540274,1
0.11284278804308456,-1.2320084302656513,1
0.23739107668093093,-1.213752921361253,1
0.28031714356097487,-1.4425016348734612,1
0.3978417603029603,-1.1702877186325806,1
0.1705645576789117,-1.2457500315030579,1
0.5805791725827505,-1.1886518353428495,1
0.6061565671828048,-1.4181967656141923,1
0.37778905496740023,-1.081148664287757,1
0.5644789154113432,-1.136896172091494,1
0.6846284182791917,-1.2148026538608987,1
0.7057195556288115,-1.129586886625808,1
0.6286994359052172,-1.1376470937992098,1
0.8593263921804384,-1.0604666196093926,1
0.9118888425436703,-1.3067517309392014,1
0.8560153524883424,-0.9910894005956798,1
0.9234310840906848,-1.047640089917038,1
1.1054808151488509,-0.9351333074987865,1
1.0540508280380125,-0.984248921976571,1
0.9385249232204714,-0.8965372406600192,1
1.1503408289531298,-0.8655198341886641,1
1.173640424514031,-0.7078773026229881,1
1.2272473089603009,-0.9456921928098763,1
1.2969565175252682,-0.7548373075486555,1
1.329170322029885,-0.7873516804197099,1
1.379073508155715,-0.7259318390612584,1
1.2430771979303163,-0.6130505754580167,1
1.4630524196161125,-0.7128225980014138,1
1.3373022796773224,-0.2836528845209943,1
1.4972838610877517,-0.5350494207277675,1
1.5909156225835148,-0.489461154341782,1
1.3736844837721918,-0.27136866764377643,1
1.4840214765315383,-0.3888416732477092,1
1.54064120326167,-0.2461982314552394,1
1.4689713076003184,-0.2989497965106456,1
1.6496673273544906,-0.3112976086174001,1
1.434181729922705,-0.2026457107749038,1
1.8579453969827262,-0.14855795410213743,1
1.7509174798634617,0.12409083777608157,1
1.6996773219129355,0.06872969748589255,1
1.689002070084292,0.09145066489374037,1
1.7588148302772062,0.14706126930436447,1
1.7760523624138693,0.29125951015595875,1
1.5814009937702629,0.4464979919207325,1
1.5868105331486777,0.2936072486038852,1
1.6952623472841148,0.3628408454047567,1
1.7127037484685668,0.41342763555246614,1
1.554335130497791,0.5154605293918401,1
1.700653037111686,0.6923377397863479,1
1.4056053231311296,0.6205698570520013,1
1.7049974104853889,0.7934376298335147,1
1.64210501102522,0.7445737173876539,1
1.3935960536409557,0.9294503551618665,1
1.4418990505932097,1.0524484605433415,1
1.5327153773319213,1.0006739105171187,1
1.4770148228038809,1.2320098481812847,1
1.616675225110678,1.2553076745166223,1
1.4079324554057155,0.830402224355629,1
1.4338947767464447,1.1568014592430211,1
1.342627638475019,1.211528658657485,1
1.1761016436451792,1.4785903248230132,1
1.0824973923662384,1.673225700379295,1
1.1988198051071968,1.5542761314864673,1
1.0549414458212079,1.3423043320080916,1
1.103562811870515,1.6329246618215087,1
0.9640451519533398,1.5686563771201052,1
0.9984212520642234,1.624060481553013,1
1.0234571208994097,1.7330788365917875,1
0.9365497797772084,1.7945912042373686,1
0.7747426330533075,1.8419522742107144,1
0.8794537334294971,1.9624066805521083,1
0.6977788212262065,1.811192501991878,1
0.7470252918823048,1.8305617253222837,1
0.4899222335660548,2.139658545960699,1
0.35597721628437745,2.1018808300059755,1
0.42881783340222934,1.7383482983822218,1
0.24470503009802425,2.047611437392325,1
0.29792407229023143,2.1218192404545286,1
0.061096415294155534,2.048944609881319,1
-0.0761867510463797,2.0930012025411555,1
-0.0491831455067317,2.1493230234867386,1
-0.001282252594070013,2.121725988357277,1
-0.0756088624849642,2.181156274281052,1
-0.3085659064052877,2.152947048631275,1
-0.3022471805878415,2.2135458205182332,1
-0.5515487247663391,2.125588820551183,1
-0.4591382336024252,2.1806814272384454,1
-0.47030635431112694,2.027676443051516,1
-0.6838575246608201,2.0909380274353593,1
-0.66837071581986,2.0444717885735426,1
-0.7498362497950212,2.311092315048871,1
-0.904133673713253,2.00201744560805,1
-1.0892770529378601,1.9199506797302226,1
-0.9230828677629286,1.8407756799509802,1
-1.0769358463068754,1.903144216147572,1
-1.052256461740305,1.8225469158305618,1
-1.3803896959737787,1.8721869726290923,1
-1.3479188207320019,1.8924477870024126,1
-1.3803721252734162,1.7921245755647388,1
-1.4611897921949564,1.571237829288411,1
-1.603061549658963,1.8191737741554064,1
-1.6193601280226941,1.6319952740978196,1
-1.636112389705414,1.3927141477320915,1
-1.7128754695378898,1.4887390017039235,1
-1.906442061791271,1.5092251109024089,1
-1.866305489201116,1.229102233626869,1
-1.9285913458924553,1.218847661699468,1
-2.1528454741855394,1.4844159632903016,1
-2.1158727712492142,0.9345559374194969,1
-2.055115637616206,1.1736745372140738,1
-2.1030309399339338,1.0106806280864016,1
-2.3008172563874543,0.8351738806086157,1
-2.1614575521750155,0.8256228809242486,1
-2.053026079481966,0.9161436729754338,1
-2.4074636848739277,0.5480738670556673,1
-2.5984842974724986,0.6715332248789901,1
-2.5294052933248654,0.3044045834636272,1
-2.474497951091904,0.4328716093511175,1
-2.4430365814896837,0.3500615316675152,1
-2.4763504507768084,0.31272674364576386,1
-2.7477983748343533,0.13237919501779832,1
-2.4404699615517838,0.09765163748480976,1
-2.40796001686382,-0.1280664480040688,1
-2.5691429047962067,-0.11810443465972253,1
-2.276443815126113,-0.22380678287214506,1
-2.6084448619598266,-0.2992882059982989,1
-2.3381009017320586,-0.33881838878559584,1
-2.3581672468355155,-0.7093704545552619,1
-2.335963018132635,-0.5652663815515288,1
-2.47458724766609,-0.6631943304174762,1
-2.4055951630324532,-0.7688903782718443,1
-2.3028480088675667,-1.0900696890367148,1
-2.526369133293583,-1.023811843014237,1
-2.4821413882871246,-1.244838754672939,1
-2.3814409990000107,-1.2334803442568507,1
