x,y,class
9.024062525811463,8.592526949201183,1
9.66125921454787,7.542903743413728,1
0.39251676543877245,2.184633858532304,0
9.076007138598598,8.021311648671942,1
1.2436492547156965,0.5777462904023258,0
0.48480893780144774,3.3668742674445244,0
6.993457434720359,9.139878561129045,1
0.2212797510957214,3.4960443114891833,0
1.5535663854494717,2.1940899928983075,0
8.919228934575203,7.331855914461006,1
2.2449665711087228,1.4930568246288702,0
6.006264357428544,8.374056569847571,1
8.69822331361359,8.39348538542175,1
7.196325432030269,9.639116805444068,1
8.064474414810121,6.024533433646129,1
8.52112242837934,8.645215585950057,1
1.0767667538890957,0.6483153943836664,0
7.418319086051357,6.985243269307134,1
8.240753179488568,10.601683114180394,1
2.614166700043425,2.757507710047305,0
3.037539944257899,1.489983601145253,0
1.1243817466152428,0.6172002690356639,0
1.3534271157574733,0.918451996385605,0
10.157308213265503,7.3942850769966615,1
8.048860070325704,8.040591691203883,1
2.045571839903814,1.3483996523941828,0
3.586016816145352,0.762184501173151,0
9.317115067339865,7.881931473008922,1
7.917319314157301,7.878252491616716,1
9.530750832343697,9.218761851697316,1
2.082283989275424,3.065480375065351,0
9.612278257988645,9.314914453584047,1
1.5599555133030163,2.1307405772860912,0
7.829815377475072,7.546771950672725,1
2.8231705839619146,2.073317967188404,0
8.076821891060256,6.71700777581143,1
1.5499345285207564,2.6228499323474987,0
1.63903383418092,3.159329803364248,0
8.513600106569717,7.467299160338088,1
0.29661756064484535,1.9444523011033812,0
9.221033695525353,8.582097703468616,1
7.814712341122291,7.870179300266574,1
9.471170327493608,7.7906763228481335,1
1.904704467613048,2.2790215257703395,0
2.478979825746392,2.3336621052869484,0
1.0094636748693118,1.433702270397228,0
7.348581996385551,7.5161141659456785,1
2.7109599682034915,2.44426331148604,0
9.317394065634325,8.1975996046924,1
2.721672064043235,0.8709482287827708,0
3.4778940447415163,1.4817297817263526,0
1.9228982905858958,2.341151974816644,0
2.5906548306923094,3.1087035805829077,0
1.9102643057127733,3.440117215449473,0
2.7472936051232617,2.610370265433465,0
8.043602446372454,9.695051040430753,1
8.403730090336609,7.975804393609084,1
1.813128355838641,1.560268941725825,0
2.243800713771199,1.4359213692632715,0
2.166452208213056,2.492451264008149,0
7.678364948782617,10.076747983560841,1
7.356481769619857,8.927840128081238,1
6.597394728200307,9.749576743186939,1
2.624119817052155,2.62834550926428,0
1.8482149049644168,2.5883172064845765,0
2.0245101742589426,2.49799829124545,0
2.3665982460968484,1.0601202136726449,0
2.361395605508414,3.538036566465969,0
8.223914134064662,9.364140429973844,1
8.619154261005198,10.057495469711698,1
1.8230527725059507,1.2017027554615463,0
8.99626681944714,7.506243416838688,1
8.953136633913244,8.287124165201824,1
8.708214423256557,8.233216131263502,1
1.6572854834732305,1.197722730778381,0
3.550500492814077,1.001645959261209,0
1.2846962907400319,2.679597748934676,0
2.2560297343138758,2.982690983945514,0
7.892697855995771,8.447716925810278,1
8.126379579546413,9.938928999058284,1
3.846636996047666,0.9299152336738474,0
2.198084760767855,1.8556395880760574,0
3.1428228145150205,2.7519330326867744,0
7.849944412967473,8.125576453471542,1
1.8328819196831456,2.1467136864333227,0
9.085786324939347,8.097983153470896,1
0.5519156585026759,0.5925362256234448,0
1.3751814223043213,2.026091050210834,0
2.361636025047634,1.3548802453948756,0
9.078680833431296,7.961491530499293,1
0.33059471887862824,2.543360192379935,0
7.862551485372308,8.952874547202939,1
0.9376962862738951,2.4735924306351817,0
6.443418101340249,7.571884839034087,1
2.7384665799954107,2.1713682811899706,0
0.9983799901050845,1.718899707114045,0
2.371145873371309,1.3960148132841794,0
0.30753537028518063,3.529550319460614,0
8.19204911649003,7.690883535797498,1
3.4412732890661157,0.5641378488205606,0
2.028318376130461,2.029756139495745,0
1.8854601547473822,3.2378163119734618,0
2.4400144500533325,1.4979457756473888,0
9.056056809066051,8.22323891412916,1
9.296994546561109,7.977131937701118,1
6.226967531793118,9.261921500713992,1
7.7909767427139744,7.1494795457907,1
1.929834288541353,0.3390390664840086,0
2.0715662372193924,1.5223425532348833,0
1.3002744920074143,2.213979910734222,0
6.578189333258156,9.501333651955488,1
2.0961207769409835,1.5377247112949575,0
9.185704154662997,8.718953310665066,1
2.443819428146228,2.7746340534293368,0
10.644343347017035,6.497029671604847,1
7.83986720443336,8.671340076450466,1
9.02257043200964,10.439752406339274,1
6.804116937964816,8.44460266822014,1
0.1591257686683547,0.7204230332642985,0
2.3384964074944143,1.5847120860991988,0
1.4410781527284118,2.377211875064521,0
3.465648768921554,1.7742236995134644,0
8.330880232214458,8.833528961608925,1
9.148765700372103,6.2602862212219,1
1.3622600157486842,1.4690030449981824,0
2.822544912103189,0.7791563500289778,0
6.384868184094491,9.164739354457172,1
9.085895565831578,8.474698232879954,1
2.1281044149107893,1.3189483425251192,0
1.7474318486068396,0.7522168180351505,0
2.5009171876243808,1.022444755201449,0
8.778361076166638,7.448814283671466,1
1.7918777496427247,1.5069990653411671,0
8.949554135441323,6.5151020315500965,1
1.2728628241751314,1.7524813644484953,0
1.4477769557190288,2.6329318177555106,0
0.08122878470095851,1.973486124550783,0
2.5839281853259637,1.6407079092129404,0
8.189581616598744,9.00104609256714,1
1.9641739608900484,3.564643655814006,0
6.937606471853121,8.428307097207648,1
9.528468426412532,8.507835756289623,1
2.3227185603380893,1.172769056447677,0
2.840643548988724,1.347376020697609,0
2.924027019206901,1.815097863557011,0
2.9540017634932023,2.651391251305798,0
8.459972142939117,7.322284630247894,1
1.892969640045442,0.9647576775806259,0
8.319174510419181,9.340450446023144,1
10.088374704780728,7.860410371844826,1
1.338213535231612,2.852433334796224,0
10.074082669749973,7.080615408413577,1
3.382158991037527,2.648709887589643,0
1.0730695284219172,1.9404746439382,0
1.3199752784215093,2.2322536971610036,0
4.060747924881987,3.7553408424432044,0
2.109394794604893,2.725766623898692,0
0.4055723412056329,1.4006249770462271,0
8.494030186282739,8.260673765823906,1
9.88458630593461,9.543243528272189,1
1.348163892197841,2.047398671316414,0
3.6449677135012837,1.7509639604436216,0
2.473237624573545,1.9271710873431271,0
7.5322987986881085,8.346503881730715,1
9.633431532301096,6.853654606981312,1
7.680946064333382,7.203974143196511,1
8.709451817139039,7.564513629430157,1
-0.03812453517785386,0.9919136890825959,0
